,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Vila Velha,BR,-20.3297,-40.2925,75.96,65,75,13.8,broken clouds
351,Guerrero Negro,MX,27.9769,-114.0611,83.28,51,11,12.46,few clouds
352,Diamantino,BR,-14.4086,-56.4461,90.79,21,16,6.91,few clouds
353,Makakilo City,US,21.3469,-158.0858,80.69,63,90,6.91,light intensity drizzle
354,Palekh,RU,56.8028,41.8572,58.98,59,72,4.88,broken clouds
355,Okhotsk,RU,59.3833,143.3,56.14,88,2,5.97,clear sky
356,Fortuna,US,40.5982,-124.1573,85.42,74,20,12.66,few clouds
357,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,19,0,4.61,clear sky
358,Zmeinogorsk,RU,51.1567,82.195,57.7,71,27,1.43,scattered clouds
359,Salamiyah,SY,35.0113,37.0532,83.64,37,1,12.59,clear sky
360,Rostovka,RU,55.3842,71.8891,65.25,64,100,5.88,overcast clouds
361,Ugoofaaru,MV,5.6667,73.0,82.44,78,99,10.67,overcast clouds
362,Redmond,US,47.674,-122.1215,91.98,47,6,5.01,clear sky
363,Harwich,GB,51.9419,1.2844,64.99,78,6,3.0,clear sky
364,Toora-Khem,RU,52.4675,96.11,54.59,95,100,1.52,overcast clouds
365,Isilkul,RU,54.9109,71.2728,66.76,62,100,5.93,overcast clouds
366,Shar,KZ,49.5886,81.0453,68.49,44,50,0.78,scattered clouds
367,Severo-Kurilsk,RU,50.6789,156.125,53.15,77,99,12.75,overcast clouds
368,Bonthe,SL,7.5264,-12.505,78.26,82,93,8.28,overcast clouds
369,Byron Bay,AU,-28.65,153.6167,46.87,69,0,10.38,clear sky
370,Kansk,RU,56.2017,95.7175,60.94,87,58,2.21,broken clouds
371,Portland,US,45.5234,-122.6762,92.89,45,1,1.99,clear sky
372,Lagoa,PT,39.05,-27.9833,72.82,89,0,13.13,clear sky
373,Griffin,US,33.2468,-84.2641,87.26,60,40,6.91,scattered clouds
374,Severnyy,RU,50.677,36.5532,68.04,56,0,4.47,clear sky
375,Kars,TR,40.602,43.095,68.85,48,20,12.66,few clouds
376,Auki,SB,-8.7676,160.7034,74.3,85,8,3.83,clear sky
377,Kanchanaburi,TH,14.6333,99.1,75.02,92,89,5.44,overcast clouds
378,Yangambi,CD,0.8102,24.4336,74.44,72,18,2.95,few clouds
379,Ayagoz,KZ,47.9714,80.4392,65.32,45,1,7.99,clear sky
380,Pingliang,CN,35.5392,106.6861,66.72,51,94,3.91,light rain
381,Antofagasta,CL,-23.65,-70.4,65.21,61,6,6.29,clear sky
382,Kysyl-Syr,RU,63.8986,122.7617,58.46,59,20,3.0,few clouds
383,Kashan,IR,33.9831,51.4364,87.31,22,16,10.67,few clouds
384,Panaba,MX,21.2833,-88.2667,101.55,28,12,9.93,few clouds
385,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,82.56,20,100,4.99,overcast clouds
386,Ternate,ID,0.8,127.4,80.8,79,100,7.18,overcast clouds
387,Nantucket,US,41.2835,-70.0995,67.01,88,75,6.91,light rain
388,Amazar,RU,53.858,120.875,59.04,99,100,3.38,light rain
389,Rudbar,AF,30.15,62.6,91.53,14,0,14.2,clear sky
390,Olafsvik,IS,64.8945,-23.7142,54.34,86,93,4.27,overcast clouds
391,Touba,CI,8.2833,-7.6833,70.86,96,100,3.8,moderate rain
392,Rocha,UY,-34.4833,-54.3333,59.04,74,83,5.82,broken clouds
393,Kattivakkam,IN,13.2167,80.3167,87.89,57,100,16.13,overcast clouds
394,Raudeberg,NO,61.9875,5.1352,60.4,75,95,12.55,overcast clouds
395,Wahpeton,US,46.2652,-96.6059,77.02,65,1,11.5,clear sky
396,Sandane,NO,61.7728,6.215,60.84,59,0,6.91,clear sky
397,Waipawa,NZ,-41.4122,175.5153,43.43,70,100,4.23,overcast clouds
398,Mehamn,NO,71.0357,27.8492,50.18,81,75,19.57,broken clouds
399,Villa Maria,AR,-32.4075,-63.2402,69.15,23,0,12.57,clear sky
400,Antrim,GB,54.6667,-6.25,61.14,100,20,4.61,few clouds
401,Penzance,GB,50.1186,-5.5371,60.76,86,100,11.52,overcast clouds
402,Aswan,EG,24.0934,32.907,96.53,11,98,6.38,overcast clouds
403,Channel-Port Aux Basques,CA,47.5702,-59.1367,62.13,72,96,11.05,overcast clouds
404,Zheleznodorozhnyy,RU,55.7503,38.0042,61.36,58,100,2.33,overcast clouds
405,Pitimbu,BR,-7.4706,-34.8086,73.99,81,35,11.54,scattered clouds
406,Lana,IT,46.6124,11.1559,65.44,96,100,0.94,light rain
407,Darhan,MN,49.4867,105.9228,57.74,83,96,4.81,overcast clouds
408,Harbour Breton,CA,47.4833,-55.7983,61.72,82,95,17.25,overcast clouds
409,Mutoko,ZW,-17.397,32.2268,50.47,56,0,3.6,clear sky
410,Mogocha,RU,53.7333,119.7667,57.11,99,100,3.83,light rain
411,Elizabethtown,US,37.694,-85.8591,84.24,34,40,3.44,scattered clouds
412,Port Shepstone,ZA,-30.7414,30.455,67.55,44,0,6.67,clear sky
413,Udachnyy,RU,66.4167,112.4,56.52,52,5,7.61,clear sky
414,Bathsheba,BB,13.2167,-59.5167,86.61,62,40,16.11,scattered clouds
415,Vila Franca Do Campo,PT,37.7167,-25.4333,77.41,79,7,5.35,clear sky
416,Elko,US,41.0002,-115.5012,95.05,12,0,7.0,clear sky
417,Castro Daire,PT,40.8984,-7.9338,62.6,78,7,5.28,clear sky
418,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.99,61,40,16.11,scattered clouds
419,Aykhal,RU,66.0,111.5,56.66,52,3,8.21,clear sky
420,Egvekinot,RU,66.3167,-179.1667,56.91,71,91,12.5,overcast clouds
421,Alakurtti,RU,66.9672,30.3491,44.64,90,100,9.22,overcast clouds
422,Ilhabela,BR,-23.7781,-45.3581,64.96,74,56,1.05,broken clouds
423,Sinegorye,RU,62.0788,150.477,39.09,98,100,5.77,light rain
424,Kudahuvadhoo,MV,2.6708,72.8944,81.72,73,100,2.21,overcast clouds
425,Port Lincoln,AU,-34.7333,135.8667,52.34,85,6,9.06,clear sky
426,Cabo San Lucas,MX,22.8909,-109.9124,87.51,76,90,1.99,overcast clouds
427,Tecoanapa,MX,16.5167,-98.75,87.96,62,81,10.65,broken clouds
428,Amapa,BR,1.0,-52.0,80.22,75,100,2.57,overcast clouds
429,Dvurechensk,RU,56.5982,61.0953,68.38,88,83,2.89,broken clouds
430,Nanortalik,GL,60.1432,-45.2371,45.97,93,100,2.08,overcast clouds
431,Las Cruces,US,32.3123,-106.7783,92.55,32,1,1.01,clear sky
432,Porto Santo,PT,33.072,-16.3415,73.31,88,40,12.66,scattered clouds
433,Mattru,SL,7.6244,-11.8332,74.43,94,71,3.47,light rain
434,Akyab,MM,20.15,92.9,79.65,90,100,10.45,overcast clouds
435,Ouadda,CF,8.0777,22.4007,68.45,95,36,2.13,scattered clouds
436,Vao,NC,-22.6667,167.4833,69.39,74,72,15.01,broken clouds
437,Remontnoye,RU,46.5614,43.6501,82.81,45,99,10.85,overcast clouds
438,Hurghada,EG,27.2574,33.8129,86.34,52,2,4.7,clear sky
439,Omagh,GB,54.6,-7.3,59.99,92,100,2.08,heavy intensity rain
440,Soyo,AO,-6.1349,12.3689,73.06,85,0,11.12,clear sky
441,Westport,US,41.1415,-73.3579,76.01,81,90,7.0,overcast clouds
442,Manzil Salim,TN,35.8567,8.4765,80.1,55,0,10.47,clear sky
443,Santiago Del Estero,AR,-27.7951,-64.2615,76.05,22,13,8.12,few clouds
444,Maragogi,BR,-9.0122,-35.2225,73.36,88,56,11.95,broken clouds
445,Amga,RU,60.8953,131.9608,54.43,77,23,0.65,few clouds
446,Iracoubo,GF,5.4802,-53.2011,82.35,75,88,9.91,overcast clouds
447,Erenhot,CN,43.6475,111.9767,66.31,60,29,8.41,scattered clouds
448,Alekseyevskaya,RU,50.2896,42.1845,69.08,57,58,5.44,broken clouds
449,Dawlatabad,AF,36.4141,64.9053,85.03,20,0,3.71,clear sky
450,Plombieres,BE,50.735,5.953,64.51,91,81,3.8,broken clouds
451,Thousand Oaks,US,34.1706,-118.8376,112.41,40,9,8.08,clear sky
452,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,87,20,14.97,few clouds
453,Evansville,US,37.9748,-87.5558,86.18,39,20,7.0,few clouds
454,Jiangyou,CN,31.7667,104.7167,76.41,83,72,4.97,moderate rain
455,Antibes,FR,43.5624,7.1278,71.11,81,0,0.0,clear sky
456,Konya,TR,38.1667,32.5,78.28,23,0,6.46,clear sky
457,Jiuquan,CN,39.7432,98.5174,67.12,21,0,3.38,clear sky
458,Palmer,US,42.1584,-72.3287,75.97,63,90,4.61,overcast clouds
459,Chisec,GT,15.8167,-90.2833,97.03,64,100,3.02,overcast clouds
460,Emerald,AU,-23.5333,148.1667,47.98,42,0,7.52,clear sky
461,Bambous Virieux,MU,-20.3428,57.7575,68.22,72,66,20.07,broken clouds
462,Santa Rosa,PH,14.3122,121.1114,84.11,83,97,7.0,overcast clouds
463,Hailar,CN,49.2,119.7,55.81,92,87,2.84,overcast clouds
464,Petatlan,MX,17.5167,-101.2667,87.6,65,100,7.63,overcast clouds
465,Port Arthur,CN,38.8,121.2667,80.82,92,99,6.2,light rain
466,Bealanana,MG,-14.55,48.7333,51.28,97,2,4.12,clear sky
467,Wajir,KE,1.7471,40.0573,79.59,45,100,24.63,overcast clouds
468,Ahipara,NZ,-35.1667,173.1667,57.16,88,100,10.8,light rain
469,Bayir,TR,37.2687,28.2167,84.72,26,0,5.26,clear sky
470,Boralday,KZ,43.3578,76.8594,80.46,26,75,6.71,broken clouds
471,Khasan,RU,42.4308,130.6434,71.62,87,94,5.1,overcast clouds
472,Liverpool,GB,53.4106,-2.9779,65.08,77,20,5.75,few clouds
473,Antalaha,MG,-14.9003,50.2788,66.11,83,4,6.04,clear sky
474,Banff,CA,51.1762,-115.5698,79.48,26,100,4.56,overcast clouds
475,Innisfail,AU,-17.5333,146.0333,60.1,62,13,6.4,few clouds
476,Benguela,AO,-12.5763,13.4055,70.92,85,0,1.36,clear sky
477,Ulagan,RU,50.6321,87.9563,51.01,94,82,1.32,broken clouds
478,Simoes,BR,-7.5989,-40.8178,85.73,27,100,10.0,overcast clouds
479,Ikirun,NG,7.9167,4.6667,71.01,98,83,5.08,broken clouds
480,Pimentel,PE,-6.8367,-79.9342,73.69,75,20,5.01,few clouds
481,Burnie,AU,-41.0667,145.9167,46.92,76,100,11.7,overcast clouds
482,Tilichiki,RU,60.4667,166.1,42.48,88,93,6.78,overcast clouds
483,Huilong,CN,31.8111,121.655,83.03,88,3,10.96,clear sky
484,Povenets,RU,62.8487,34.8262,50.76,76,4,5.44,clear sky
485,Dharchula,IN,29.85,80.5333,73.47,98,100,1.7,overcast clouds
486,Broken Hill,AU,-31.95,141.4333,44.82,92,0,8.84,clear sky
487,Tessalit,ML,20.1986,1.0114,101.03,18,66,9.62,broken clouds
488,Lagos,NG,6.5833,3.75,75.92,89,100,5.86,light rain
489,Galbshtadt,RU,53.2264,78.9845,60.62,76,55,6.6,broken clouds
490,Atambua,ID,-9.1061,124.8925,69.15,88,26,5.32,scattered clouds
491,Caraballeda,VE,10.6112,-66.8522,86.07,70,40,2.3,scattered clouds
492,Polunochnoye,RU,60.8697,60.4153,61.84,99,65,2.84,broken clouds
493,Lazaro Cardenas,MX,17.9583,-102.2,87.13,68,100,5.86,overcast clouds
494,Pathein,MM,16.7833,94.7333,78.3,90,100,10.38,overcast clouds
495,Mauguio,FR,43.6181,4.0074,71.69,68,0,14.97,clear sky
496,Ust-Kuyga,RU,70.0167,135.6,48.7,51,0,8.9,clear sky
497,Abha,SA,18.2164,42.5053,68.25,83,20,9.22,few clouds
498,Morant Bay,JM,17.8815,-76.4093,89.62,67,99,11.7,overcast clouds
499,Bocas Del Toro,PA,9.3333,-82.25,87.08,70,100,4.76,overcast clouds
500,Miyoshi,JP,35.0833,137.0667,81.86,81,0,3.18,clear sky
501,Del Rio,US,29.3627,-100.8968,93.31,43,20,8.05,few clouds
502,Nuuk,GL,64.1835,-51.7216,56.01,71,75,9.22,broken clouds
503,Marystown,CA,47.1666,-55.1483,65.43,73,61,18.52,broken clouds
504,Lingao,CN,19.9103,109.6859,82.06,81,97,17.69,overcast clouds
505,Hailun,CN,47.45,126.9333,65.17,99,96,9.78,overcast clouds
506,Dhadar,IN,28.3305,75.0632,85.86,67,56,10.49,broken clouds
507,Kajaani,FI,64.2273,27.7285,53.65,71,0,6.91,clear sky
508,Mastic Beach,US,40.7668,-72.8521,73.96,78,90,8.01,overcast clouds
509,Kushima,JP,31.4583,131.2333,78.84,88,66,7.09,broken clouds
510,Montlucon,FR,46.3333,2.6,62.71,96,73,1.99,broken clouds
511,Narsaq,GL,60.9167,-46.05,50.22,92,100,3.58,overcast clouds
512,Emporia,US,38.4039,-96.1817,85.51,45,1,6.91,clear sky
513,Milas,TR,37.3164,27.7839,88.95,22,0,8.05,clear sky
514,Warwick,US,41.7001,-71.4162,74.48,86,90,10.36,light rain
515,Talaja,IN,21.35,72.05,80.82,83,99,13.85,overcast clouds
516,Tautira,PF,-17.7333,-149.15,80.62,78,22,15.57,few clouds
517,Aitape,PG,-3.1374,142.3475,76.05,89,30,3.76,heavy intensity rain
518,Dobrokoz,HU,46.4218,18.2395,76.01,51,100,6.22,overcast clouds
519,Tiznit,MA,29.5833,-9.5,69.66,69,2,3.6,clear sky
520,Verbilki,RU,56.5333,37.6,61.38,81,93,1.81,overcast clouds
521,Visnes,NO,59.3556,5.2242,58.89,82,60,2.3,broken clouds
522,Sembe,CG,1.6481,14.5806,77.07,62,43,1.54,scattered clouds
523,Suba,PH,10.8438,121.0102,84.04,79,46,15.99,scattered clouds
524,Ucluelet,CA,48.9329,-125.5528,90.05,84,54,1.99,broken clouds
525,Katobu,ID,-4.9408,122.5276,73.45,93,100,3.42,overcast clouds
526,Karema,TZ,-6.8205,30.4389,73.8,54,5,3.67,clear sky
527,Balabac,PH,7.9868,117.0645,83.97,77,56,13.06,broken clouds
528,Balkhash,KZ,46.844,74.9804,76.96,38,1,18.1,clear sky
529,Longjiang,CN,47.3303,123.1836,65.89,98,42,8.48,scattered clouds
530,Alenquer,BR,-1.9417,-54.7383,88.14,41,4,3.51,clear sky
531,Clyde River,CA,70.4692,-68.5914,36.09,91,100,8.55,overcast clouds
532,Singaparna,ID,-7.3515,108.111,70.59,98,69,1.12,broken clouds
533,Kerema,PG,-7.9631,145.7785,75.6,90,67,3.4,broken clouds
534,Samarai,PG,-10.6167,150.6667,77.97,81,90,14.72,overcast clouds
535,Dryden,CA,49.7833,-92.7503,85.12,26,100,11.48,overcast clouds
536,Pedasi,PA,7.5333,-80.0333,81.79,76,95,7.56,overcast clouds
537,Hambantota,LK,6.1241,81.1185,79.36,82,74,19.24,broken clouds
538,Karratha,AU,-20.7377,116.8463,68.52,25,5,21.21,clear sky
539,Verkhnevilyuysk,RU,63.4453,120.3167,58.44,66,82,4.16,broken clouds
540,Mandalgovi,MN,45.7625,106.2708,54.86,70,0,8.84,clear sky
541,North Bend,US,43.4065,-124.2243,84.24,88,1,20.71,clear sky
542,Ihosy,MG,-22.4,46.1167,57.96,89,78,12.46,broken clouds
543,Harij,IN,23.7,71.9,83.34,70,67,13.02,broken clouds
544,Martapura,ID,-3.4167,114.85,75.29,100,90,2.3,fog
545,Ostrovnoy,RU,68.0531,39.5131,50.45,91,99,15.1,overcast clouds
546,Aksarayskiy,RU,46.7924,48.0119,82.35,36,65,10.56,broken clouds
547,Copiapo,CL,-27.3667,-70.3333,56.89,41,31,7.87,scattered clouds
548,Dicabisagan,PH,17.0818,122.4157,82.51,75,100,7.43,overcast clouds
549,Takoradi,GH,4.8845,-1.7554,76.23,89,36,10.83,light rain
550,Mata,PT,40.683,-7.4592,67.3,57,5,7.36,clear sky
551,Pozo Colorado,PY,-23.4923,-58.7972,79.3,20,100,4.34,overcast clouds
552,Hamilton,US,39.1834,-84.5333,82.99,47,75,1.01,broken clouds
553,Sal Rei,CV,16.1833,-22.9167,77.56,93,100,11.77,overcast clouds
554,Hutang,CN,31.5333,119.4833,76.84,95,15,8.03,few clouds
555,Abay,KZ,49.6311,72.8539,59.38,59,3,5.93,clear sky
556,Henties Bay,NA,-22.116,14.2845,56.86,85,1,7.07,clear sky
557,Stykkisholmur,IS,65.0757,-22.7297,55.29,82,98,4.12,overcast clouds
558,Havoysund,NO,70.9963,24.6622,50.23,93,100,17.22,overcast clouds
559,Russell,US,32.3502,-85.1999,87.8,56,20,8.05,few clouds
560,Yuci,CN,37.6803,112.7319,71.35,68,0,2.24,clear sky
561,Sheksna,RU,59.21,38.5107,44.56,59,67,1.86,broken clouds
562,Kuching,MY,1.55,110.3333,77.22,88,20,2.3,few clouds
563,Saint Anthony,US,45.0205,-93.218,87.91,37,1,1.01,clear sky
564,Krasnoshchekovo,RU,51.6708,82.7289,58.12,78,52,1.79,broken clouds
565,Buraydah,SA,26.326,43.975,92.57,10,31,12.1,scattered clouds
566,Sergeyevka,KZ,53.88,67.4158,63.9,62,54,4.52,broken clouds
567,Kaeo,NZ,-35.1,173.7833,58.32,92,100,12.01,light rain
568,Blytheville,US,35.9273,-89.919,85.05,48,1,10.36,clear sky
569,Mahtomedi,US,45.0697,-92.9516,86.79,35,40,6.91,scattered clouds
570,San Cristobal,VE,7.7669,-72.225,80.78,55,99,7.2,overcast clouds
571,Buin,CL,-33.7333,-70.75,72.05,33,0,4.32,clear sky
572,Oistins,BB,13.0667,-59.5333,86.09,62,40,16.11,scattered clouds
573,Port Keats,AU,-14.25,129.55,70.07,35,8,11.43,clear sky
574,Kutum,SD,14.2,24.6667,81.97,43,31,5.39,scattered clouds
575,Harlingen,US,26.1906,-97.6961,96.98,51,1,8.05,clear sky
576,Ojinaga,MX,29.5667,-104.4167,96.57,26,40,3.44,scattered clouds
577,Teguise,ES,29.0605,-13.564,70.02,73,20,14.97,few clouds
578,Asau,RO,46.4333,26.4,68.95,80,37,2.04,light rain
579,Ulaanbaatar,MN,47.9077,106.8832,46.53,93,40,2.24,scattered clouds
580,Chumikan,RU,54.7183,135.315,52.11,95,100,7.99,overcast clouds
581,Pitea,SE,65.3172,21.4794,59.09,54,94,3.91,overcast clouds
582,Inirida,CO,3.8653,-67.9239,72.84,96,100,1.25,overcast clouds
583,Padang,ID,-0.9492,100.3543,76.39,83,100,3.13,moderate rain
584,Sola,VU,-13.8833,167.55,77.61,77,35,11.56,scattered clouds
585,Lilongwe,MW,-13.9669,33.7873,61.23,44,0,4.05,clear sky
586,Kloulklubed,PW,7.0419,134.2556,75.7,73,100,5.3,overcast clouds
587,Port Macquarie,AU,-31.4333,152.9167,51.22,62,0,8.9,clear sky
588,Ocampo,MX,21.65,-101.5,69.48,56,98,7.85,overcast clouds
589,Mporokoso,ZM,-9.3727,30.125,63.54,49,27,3.13,scattered clouds
590,Baza,ES,37.4907,-2.7726,81.73,30,5,3.85,clear sky
591,Maiduguri,NG,11.8464,13.1603,83.88,61,72,6.73,broken clouds
592,Dmitriyevka,RU,54.75,55.3333,74.75,43,94,1.25,overcast clouds
593,Waitati,NZ,-45.75,170.5667,45.81,72,100,9.95,overcast clouds
594,Seoul,KR,37.5683,126.9778,78.31,82,37,0.96,scattered clouds
595,Narrabri,AU,-30.3167,149.7833,40.59,92,14,2.04,few clouds
596,Alta Floresta,BR,-9.8756,-56.0861,96.15,15,5,5.03,clear sky
597,Kenora,CA,49.8167,-94.4337,87.42,26,100,10.11,overcast clouds
598,Duku,NG,11.2361,4.9073,76.51,87,86,5.35,light rain
599,Lipin Bor,RU,60.2622,37.9763,54.64,61,3,4.0,clear sky
600,Pestyaki,RU,56.7103,42.6717,60.51,57,65,5.32,broken clouds
601,Salinas,US,36.6777,-121.6555,89.01,70,1,12.66,clear sky
602,Bermejo,AR,-32.8833,-68.8,69.71,17,0,10.36,clear sky
603,Hervey Bay,AU,-25.2986,152.8535,52.03,65,0,3.0,clear sky
604,Dickinson,US,29.4608,-95.0513,90.18,72,75,1.01,broken clouds
605,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.76,88,60,12.71,broken clouds
606,Yinchuan,CN,38.4681,106.2731,73.87,29,9,4.14,clear sky
607,Coos Bay,US,43.3665,-124.2179,84.31,88,1,20.71,clear sky
608,Almaznyy,RU,48.0448,40.045,75.34,44,86,8.61,overcast clouds
609,Tiarei,PF,-17.5333,-149.3333,80.62,77,32,13.31,scattered clouds
610,Dubova,RO,44.6167,22.2667,70.45,48,37,2.89,scattered clouds
611,Skibbereen,IE,51.55,-9.2667,60.6,81,98,10.38,overcast clouds
612,Manyana,BW,-23.4,21.7167,58.73,32,0,8.9,clear sky
613,Vilhena,BR,-12.7406,-60.1458,89.19,22,39,4.34,scattered clouds
614,Parana,AR,-31.732,-60.5238,72.57,29,0,7.54,clear sky
615,Korla,CN,41.7597,86.1469,83.86,24,95,5.99,overcast clouds
616,Saint-Pierre,RE,-21.3393,55.4781,65.84,72,20,13.8,few clouds
617,Nelas,PT,40.5322,-7.8515,62.96,69,13,4.61,few clouds
618,Katherine,AU,-14.4667,132.2667,64.72,32,6,9.22,clear sky
619,Fuerte,PH,17.5381,120.3644,81.05,88,97,23.89,light rain
620,Brazzaville,CG,-4.2658,15.2832,84.96,30,9,3.4,clear sky
621,Kununurra,AU,-15.7667,128.7333,69.78,26,25,8.05,scattered clouds
622,Uchiza,PE,-8.4592,-76.4633,85.53,42,13,1.68,few clouds
623,Ardmore,US,34.1743,-97.1436,90.39,47,1,4.0,clear sky
624,Beian,NO,63.6559,9.5683,57.67,72,0,0.0,clear sky
625,Male,MV,4.1748,73.5089,81.88,76,70,6.55,broken clouds
626,Leh,IN,34.1667,77.5833,62.42,48,34,5.75,scattered clouds
627,Peace River,CA,56.2501,-117.286,82.63,42,77,1.41,broken clouds
628,Jevnaker,NO,60.2414,10.385,59.76,94,86,4.79,overcast clouds
629,Alepe,CI,5.5004,-3.6631,76.87,87,100,5.44,overcast clouds
630,Raymond,US,43.9015,-70.4703,79.57,60,100,7.36,overcast clouds
631,Moranbah,AU,-22.0016,148.0466,47.82,46,7,8.95,clear sky
632,Deputatskiy,RU,69.3,139.9,43.27,57,5,3.6,clear sky
633,Mongo,TD,12.1844,18.693,78.58,76,100,3.98,light rain
634,Gawler,AU,-34.6,138.7333,53.35,95,92,3.44,overcast clouds
635,Xai-Xai,MZ,-25.0519,33.6442,61.57,75,0,9.04,clear sky
636,Coahuayana,MX,18.7333,-103.6833,90.88,59,71,7.05,broken clouds
637,Melenki,RU,55.3343,41.6295,62.94,54,81,5.21,broken clouds
638,Yerbogachen,RU,61.2767,108.0108,57.9,79,90,5.3,overcast clouds
639,San Carlos,VE,9.6612,-68.5827,78.06,89,70,3.58,light rain
640,Freeport,US,40.6576,-73.5832,76.71,76,90,5.99,overcast clouds
641,Tura,IN,25.5198,90.2201,74.98,97,92,3.76,overcast clouds
642,South Shields,GB,54.9986,-1.4323,64.22,78,20,4.61,few clouds
643,Qasigiannguit,GL,68.8193,-51.1922,53.85,75,20,4.47,few clouds
644,Calama,CL,-22.4667,-68.9333,68.49,17,0,23.02,clear sky
645,Dehloran,IR,32.6941,47.2679,100.51,14,9,9.19,clear sky
646,Bardiyah,LY,31.7561,25.0865,82.67,68,0,9.08,clear sky
647,Algiers,DZ,36.7525,3.042,76.82,73,0,5.75,clear sky
648,Port Moresby,PG,-9.4431,147.1797,74.39,90,94,12.19,overcast clouds
649,Tailai,CN,46.3833,123.4,69.06,95,100,13.53,overcast clouds
650,Vagur,FO,61.4732,-6.8119,53.87,95,100,9.01,overcast clouds
651,Dhidhdhoo,MV,6.8833,73.1,82.04,79,89,11.95,overcast clouds
652,Piacabucu,BR,-10.4056,-36.4344,74.01,75,66,10.02,broken clouds
653,Bokovskaya,RU,49.229,41.8306,71.37,54,87,9.1,overcast clouds
654,Wuxi,CN,31.5689,120.2886,79.99,93,21,8.34,few clouds
655,Luwuk,ID,-0.9516,122.7875,76.15,85,99,4.76,overcast clouds
656,Vanimo,PG,-2.6741,141.3028,76.82,88,30,3.96,scattered clouds
657,Itigi,TZ,-5.7,34.4833,66.76,58,34,11.3,scattered clouds
658,Omsukchan,RU,62.5333,155.8,33.89,98,100,4.92,light rain
659,Tezu,IN,27.9167,96.1667,76.46,87,58,4.56,broken clouds
660,Salalah,OM,17.0151,54.0924,78.89,94,75,6.91,broken clouds
661,Suluq,LY,31.6682,20.2521,93.99,22,1,13.82,clear sky
662,Santa Ana,US,33.7456,-117.8678,109.58,56,20,3.0,few clouds
663,Barra Da Estiva,BR,-13.6261,-41.3269,67.48,52,85,11.07,overcast clouds
664,Ures,MX,29.4333,-110.4,98.28,46,2,4.52,clear sky
665,Santa Isabel,BR,-23.3156,-46.2214,64.11,68,64,9.69,broken clouds
666,Klooga,EE,59.3197,24.2114,55.69,70,12,4.0,few clouds
667,San Felipe,VE,10.3399,-68.7425,86.0,52,48,8.66,scattered clouds
668,Namikupa,TZ,-10.8333,39.6,63.21,97,7,1.74,clear sky
669,Kodinsk,RU,58.6881,99.1844,62.56,65,76,2.46,broken clouds
670,Ola,RU,59.5833,151.2833,49.62,57,60,11.79,broken clouds
671,Xochistlahuaca,MX,16.7833,-98.25,84.16,64,97,5.3,overcast clouds
672,Tole,UA,44.7167,33.8167,74.5,79,0,2.44,clear sky
673,Alice Springs,AU,-23.7,133.8833,35.15,75,53,0.0,broken clouds
674,Mangrol,IN,21.1167,70.1167,81.1,85,100,19.17,overcast clouds
675,Kurilsk,RU,45.2333,147.8833,59.77,96,100,7.99,overcast clouds
676,Itagi,BR,-14.1628,-40.0061,73.13,57,100,3.76,overcast clouds
677,Shimoda,JP,34.6667,138.95,73.11,84,0,7.02,clear sky
678,Karaton,ID,-6.3424,106.1045,77.95,93,23,1.72,few clouds
